,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
1019,Hyundai,Tucson,Hyundai Tucson,2Wd At Gl(O) Petrol,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1999,4,12.95,152.88,192,62.0,1660.0,4475.0,1850.0,5,5,2670.0,6,2278203
1020,Hyundai,Tucson,Hyundai Tucson,2Wd At Gl(O) Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1995,4,16.38,182.47,400,62.0,1660.0,4475.0,1850.0,5,5,2670.0,6,2457652
1021,Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Comfortline,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,55.0,1456.0,4767.0,1832.0,4,5,2786.0,9,3063801
1022,Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Highline,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,66.0,1456.0,4767.0,1832.0,4,5,2786.0,9,3368001
1023,Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Comfortline Connect,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,55.0,1456.0,4767.0,1832.0,4,5,2786.0,9,2635386
1024,Volkswagen,Passat,Volkswagen Passat,2.0 Tdi Highline Connect,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,17.42,177.54,350,66.0,1456.0,4767.0,1832.0,4,5,2786.0,9,2939586
1027,Volvo,V40 Cross Country,Volvo V40 Cross Country,D3,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1984,5,16.8,147.95,350,60.0,1458.0,4370.0,1783.0,5,5,2646.0,7,3328962
1028,Volvo,V40 Cross Country,Volvo V40 Cross Country,T4,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1596,4,16.0,177.54,240,50.0,1470.0,4370.0,1857.0,5,5,2646.0,7,3003468
1029,Mini,Countryman,Mini Countryman,Cooper S,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47.0,1557.0,4299.0,1822.0,5,5,2670.0,6,3538860
1030,Mini,Countryman,Mini Countryman,Cooper Sd,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1998,4,19.19,187.4,400,47.0,1557.0,4299.0,1822.0,5,5,2670.0,6,3792360
1031,Mini,Countryman,Mini Countryman,Cooper S Jcw Inspired,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47.0,1557.0,4299.0,1822.0,5,5,2670.0,6,4197960
1032,Mini,Countryman,Mini Countryman,Black Edition,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1998,4,14.41,189.37,280,47.0,1557.0,4299.0,1822.0,5,5,2670.0,6,4299360
1039,Toyota,Prius,Toyota Prius,Z8,Sedan,Hybrid,Automatic,FWD (Front Wheel Drive),1798,4,23.9,96.66,142,43.0,1490.0,4540.0,1760.0,4,5,2700.0,7,4572126
1041,Lexus,Nx 300H,Lexus Nx 300H,F-Sport,SUV,Petrol,Automatic,AWD (All Wheel Drive),2494,6,18.3,191.35,210,56.0,1645.0,4.64,1.845,4,5,2660.0,8,6144840
1042,Lexus,Nx 300H,Lexus Nx 300H,Luxury,SUV,Petrol,Automatic,AWD (All Wheel Drive),2494,6,18.3,191.35,210,56.0,1645.0,4640.0,1845.0,4,5,2660.0,8,6073860
1043,Jaguar,F-Pace,Jaguar F-Pace,Prestige,SUV,Diesel,Automatic,AWD (All Wheel Drive),1999,4,16.38,177.54,430,60.0,1651.0,4731.0,2175.0,5,5,2874.0,6,6554272
1044,Jaguar,F-Pace,Jaguar F-Pace,Prestige Petrol,SUV,Petrol,Automatic,AWD (All Wheel Drive),1997,4,21.27,243.62,369,60.0,1651.0,4731.0,2175.0,5,5,2874.0,6,6512728
1045,Volvo,V90 Cross Country,Volvo V90 Cross Country,D5 Inscription,SUV,Diesel,Automatic,AWD (All Wheel Drive),1969,4,17.2,231.79,480,60.0,1543.0,4950.0,2052.0,5,5,2941.0,6,6622434
1050,Bmw,X7,Bmw X7,Xdrive 40I,SUV,Petrol,Automatic,AWD (All Wheel Drive),2998,6,13.38,330.42,450,80.0,1805.0,5151.0,2000.0,5,7,3105.0,9,10636860
1051,Bmw,X7,Bmw X7,Xdrive30D Dpe Signature,SUV,Diesel,Automatic,AWD (All Wheel Drive),2993,6,13.38,258.42,620,80.0,1805.0,5151.0,2000.0,5,7,3105.0,9,10393500
1052,Bmw,M4,Bmw M4,Coupe,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),2979,6,10.75,425.1,550,60.0,1383.0,4671.0,1870.0,2,4,2812.0,10,13780260
1053,Porsche,911,Porsche 911,Carrera S,Coupe,Petrol,Automatic,AWD (All Wheel Drive),2981,6,8.9,443.84,530,64.0,1300.0,4519.0,1852.0,2,4,2450.0,4,17663880
1054,Porsche,911,Porsche 911,Carrera S Cabriolet,Convertible,Petrol,Automatic,AWD (All Wheel Drive),2981,6,9.1,443.84,530,64.0,1299.0,4519.0,1852.0,2,4,2450.0,4,19107816
1055,Nissan,Gtr,Nissan Gtr,3.8 V6,Coupe,Petrol,Automatic,AWD (All Wheel Drive),3799,6,9.0,562.2,637,74.0,1370.0,4710.0,1895.0,2,4,2780.0,6,21537635
1056,Aston Martin,Vantage,Aston Martin Vantage,Coupe,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),3982,8,8.0,498.09,685,73.0,1273.0,4465.0,2153.0,2,2,2704.0,6,29913000
1057,Aston Martin,Rapide,Aston Martin Rapide,Luxe,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),5935,12,12.9,552.34,630,90.5,1360.0,5019.0,1929.0,4,4,2989.0,8,39389664
1058,Ferrari,812 Superfast,Ferrari 812 Superfast,Superfast,Coupe,Petrol,Automatic,AWD (All Wheel Drive),6496,12,14.9,778.21,718,92.0,1276.0,4657.0,1971.0,2,2,2720.0,4,52728000
1059,Maruti Suzuki,Alto 800 Tour,Maruti Suzuki Alto 800 Tour,H1,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,23.7,47.34,69,35.0,1475.0,3430.0,1490.0,5,5,2360.0,0,359194
1060,Maruti Suzuki,Alto 800 Tour,Maruti Suzuki Alto 800 Tour,H1 (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),796,3,24.7,47.34,69,35.0,1475.0,3395.0,1490.0,5,5,2360.0,1,361550
1061,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna 1.2 Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,684541
1062,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Era 1.2 Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,512059
1063,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna 1.2 Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,597864
1064,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Magna Amt 1.2 Vtvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,651606
1065,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz 1.2 Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,652356
1066,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Amt 1.2 Vtvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,713196
1067,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,682776
1068,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Asta 1.2 Vtvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.7,81.86,114,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,729015
1069,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Sportz Amt 1.2 Crdi,Hatchback,Diesel,Automatic,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,801414
1070,Hyundai,Grand I10 Nios,Hyundai Grand I10 Nios,Asta 1.2 Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1186,3,20.7,73.97,190,37.0,1520.0,3805.0,1680.0,5,5,2450.0,2,815712
1071,Hyundai,Xcent,Hyundai Xcent,S 1.2,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.14,81.86,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,652781
1072,Hyundai,Xcent,Hyundai Xcent,S At 1.2,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,17.36,80.88,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,744006
1073,Hyundai,Xcent,Hyundai Xcent,Sx 1.2,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.14,80.88,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,715423
1077,Hyundai,Xcent,Hyundai Xcent,Sx 1.2 Crdi,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1120,3,25.4,73.97,190,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,809737
1078,Hyundai,Xcent,Hyundai Xcent,Sx 1.2 Crdi (O),Sedan,Diesel,Manual,FWD (Front Wheel Drive),1120,3,25.4,71.02,190,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,887613
1080,Nissan,Micra,Nissan Micra,Xl (O) Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,19.34,75.95,104,41.0,1530.0,3825.0,1665.0,5,5,2450.0,2,672160
1081,Nissan,Micra,Nissan Micra,Xv Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1198,3,19.34,75.95,104,41.0,1530.0,3825.0,1665.0,5,5,2450.0,2,792629
1082,Nissan,Micra,Nissan Micra,Xld (O),Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1461,4,23.08,63.12,160,41.0,1525.0,3825.0,1665.0,5,5,2450.0,2,753913
1083,Nissan,Micra,Nissan Micra,Xvd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1461,4,23.08,63.12,160,41.0,1525.0,3825.0,1665.0,5,5,2450.0,2,824345
1084,Mahindra,Bolero,Mahindra Bolero,Zlx,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1880.0,4107.0,1745.0,5,7,2680.0,0,955454
1085,Mahindra,Bolero,Mahindra Bolero,Slx,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1880.0,4107.0,1745.0,5,7,2680.0,0,929893
1086,Mahindra,Bolero,Mahindra Bolero,Sle,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1880.0,4107.0,1745.0,5,7,2680.0,0,872770
1087,Mahindra,Bolero,Mahindra Bolero,Ex,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1910.0,4221.0,1745.0,5,7,2794.0,0,827305
1088,Mahindra,Bolero,Mahindra Bolero,Ex Non Ac,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1910.0,4221.0,1745.0,5,7,2794.0,0,784509
1089,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Alpha Smart Hybrid,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1118126
1090,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Sigma Smart Hybrid,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,932564
1091,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Delta Smart Hybrid,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,994418
1092,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.3L Zeta Smart Hybrid,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,28.09,87.78,200,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1077566
1093,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Sigma Smart Hybrid,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,831164
1094,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta Smart Hybrid,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,894032
1095,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta Smart Hybrid,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,972110
1096,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha Smart Hybrid,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1462,4,21.56,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1011656
1097,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta At Smart Hybrid,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,994418
1098,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta At Smart Hybrid,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1073509
1099,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha At Smart Hybrid,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1462,4,20.28,101.59,138,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1114070
1100,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Alpha,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.82,92.71,225,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1154123
1101,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Delta,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.32,92.71,225,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1011656
1102,Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,26.32,92.71,225,43.0,1485.0,4490.0,1730.0,4,5,2650.0,2,1124717
1103,Skoda,Rapid,Skoda Rapid,1.6 Mpi Ambition,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1012579
1104,Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Active,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1020224
1105,Skoda,Rapid,Skoda Rapid,1.6 Mpi Active,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,894262
1106,Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Ambition,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1145413
1107,Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Ambition At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1267093
1108,Skoda,Rapid,Skoda Rapid,1.6 Mpi Style At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1261009
1109,Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Style At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1419193
1110,Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Style,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1291429
1111,Skoda,Rapid,Skoda Rapid,1.6 Mpi Style,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1131217
1112,Skoda,Rapid,Skoda Rapid,1.6 Mpi Ambition At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1013593
1113,Skoda,Rapid,Skoda Rapid,Onyx Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,989257
1114,Skoda,Rapid,Skoda Rapid,Onyx At Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1114993
1115,Skoda,Rapid,Skoda Rapid,Onyx Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1174819
1116,Skoda,Rapid,Skoda Rapid,Onyx At Diesel,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1291429
1118,Hyundai,Creta,Hyundai Creta,1.4 Crdi E Plus,SUV,Diesel,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1013989
1119,Hyundai,Creta,Hyundai Creta,1.6 Vtvt E Plus,SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1013989
1120,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx,SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1249789
1121,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx (O),SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,6,1413959
1122,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx At,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1396646
1123,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx Dual Tone,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1305059
1124,Hyundai,Creta,Hyundai Creta,1.4 Crdi S,SUV,Diesel,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1214689
1125,Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx,SUV,Diesel,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1385932
1126,Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx (O),SUV,Diesel,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,6,1565173
1127,Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx At,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1582,4,17.01,126.25,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1548778
1128,Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx Dual Tone,SUV,Diesel,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1441104
1129,Hyundai,Creta,Hyundai Creta,1.6 Crdi S At,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1582,4,17.01,126.25,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1354737
1130,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx (O) Executive,SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,119.34,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,6,1442858
1131,Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx (O) Executive,SUV,Diesel,Manual,FWD (Front Wheel Drive),1582,4,19.67,124.28,260,55.0,1630.0,4270.0,1780.0,5,5,2590.0,6,1594072
1132,Hyundai,Creta,Hyundai Creta,1.4 Crdi Ex,SUV,Diesel,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1122667
1133,Hyundai,Creta,Hyundai Creta,1.6 Vtvt Ex,SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1107482
1134,Hyundai,Creta,Hyundai Creta,Sports Edition Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55.0,1630.0,4270.0,1780.0,5,5,2590.0,2,1297902
1135,Hyundai,Creta,Hyundai Creta,Sports Edition Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55.0,1665.0,4270.0,1780.0,5,5,2590.0,2,1434046
1136,Tata,Harrier,Tata Harrier,Revotorq Xe,SUV,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1364198
1137,Tata,Harrier,Tata Harrier,Revotorq Xm,SUV,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1491967
1138,Tata,Harrier,Tata Harrier,Revotorq Xt,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1613647
1139,Tata,Harrier,Tata Harrier,Revotorq Xz,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1745467
1140,Tata,Harrier,Tata Harrier,Revotorq Xz Dual Tone,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1756482
1141,Tata,Harrier,Tata Harrier,Revotorq Dark Edition,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50.0,1706.0,4598.0,1894.0,5,5,2741.0,2,1754985
1145,Mitsubishi,Outlander,Mitsubishi Outlander,2.4L Outlander,SUV,Petrol,Automatic,AWD (All Wheel Drive),2360,4,9.62,164.72,222,60.0,1710.0,4695.0,1810.0,5,7,2670.0,7,2730702
1152,Honda,Accord Hybrid,Honda Accord Hybrid,2.0 At,Sedan,Hybrid,Automatic,FWD (Front Wheel Drive),1993,4,23.1,143.02,175,60.0,1464.0,4933.0,1849.0,4,5,2776.0,6,4381734
1153,Bmw,5-Series,Bmw 5-Series,520D Luxury Line,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1995,4,18.12,187.4,400,70.0,1464.0,4907.0,1860.0,4,5,2968.0,8,6013020
1154,Bmw,5-Series,Bmw 5-Series,530D M Sport,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),2993,6,14.69,254.47,560,70.0,1464.0,4907.0,1860.0,4,5,2968.0,8,6773520
1155,Bmw,5-Series,Bmw 5-Series,530I M Sport,Sedan,Petrol,Automatic,RWD (Rear Wheel Drive),1998,6,15.01,248.55,350,70.0,1464.0,4907.0,1860.0,4,5,2968.0,8,6063720
1156,Bmw,6-Series,Bmw 6-Series,630D Gt Luxury Line,Sedan,Diesel,Automatic,AWD (All Wheel Drive),2993,6,16.46,261.37,620,88.0,1481.0,5219.0,2142.0,4,4,3210.0,6,6986460
1157,Bmw,6-Series,Bmw 6-Series,630D Gt M Sport,Sedan,Diesel,Automatic,AWD (All Wheel Drive),2993,6,16.46,261.37,620,88.0,1481.0,5219.0,2142.0,4,4,3210.0,6,7554300
1159,Bmw,6-Series,Bmw 6-Series,620D Gt Luxury Line,Sedan,Diesel,Automatic,RWD (Rear Wheel Drive),1995,4,21.76,185.43,400,66.0,1538.0,5091.0,1902.0,4,4,3070.0,8,6530160
1161,Porsche,Macan,Porsche Macan,Base,SUV,Petrol,Automatic,AWD (All Wheel Drive),1984,6,10.8,244.61,370,65.0,1624.0,4696.0,1923.0,5,5,2807.0,8,7095972
1163,Jaguar,F-Type,Jaguar F-Type,5.0 Coupe R,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),5000,6,14.3,542.48,680,72.0,1308.0,4470.0,2042.0,2,2,2622.0,2,22465565
1164,Jaguar,F-Type,Jaguar F-Type,Svr Coupe,Coupe,Petrol,Automatic,AWD (All Wheel Drive),5000,8,12.05,559.24,700,70.0,1311.0,4475.0,2042.0,2,2,2622.0,6,26872855
1165,Jaguar,F-Type,Jaguar F-Type,Svr Convertible,Convertible,Petrol,Automatic,AWD (All Wheel Drive),5000,8,12.05,559.24,700,70.0,1311.0,4475.0,2042.0,2,2,2622.0,6,28397034
1166,Jaguar,F-Type,Jaguar F-Type,2.0L Coupe,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),1997,6,15.3,292.94,400,63.0,1311.0,4482.0,1923.0,2,2,2622.0,2,9219874
1168,Jaguar,F-Type,Jaguar F-Type,2.0 Convertible R Dynamic,Convertible,Petrol,Automatic,RWD (Rear Wheel Drive),1997,8,10.7,292.94,400,63.0,1308.0,4482.0,1923.0,2,2,2622.0,2,10565068
1169,Jaguar,F-Type,Jaguar F-Type,2.0 Coupe R Dynamic,Coupe,Petrol,Automatic,RWD (Rear Wheel Drive),1997,4,10.85,292.94,400,63.0,1311.0,4482.0,1923.0,2,2,2622.0,2,9497563
1170,Bmw,M5,Bmw M5,Competition,Sedan,Petrol,Automatic,AWD (All Wheel Drive),4395,8,9.8,616.45,750,68.0,1473.0,4956.0,1903.0,4,4,2964.0,9,15706860
1172,Ferrari,458 Spider,Ferrari 458 Spider,V8,"Coupe, Convertible",Petrol,Automatic,AWD (All Wheel Drive),3902,8,5.5,659.85,760,86.0,1211.0,4568.0,1952.0,2,2,2650.0,2,43974645
