,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
1177,Maruti Suzuki R,Wagon,Maruti Suzuki R Wagon,1.2L Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,3,21.5,81.86,113,32.0,1675.0,3655.0,1620.0,5,5,2435.0,1,520690
1182,Maruti Suzuki R,Wagon,Maruti Suzuki R Wagon,1.2L Vxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,3,21.5,81.86,113,32.0,1675.0,3655.0,1620.0,5,5,2435.0,2,527787
1187,Tata,Tiago Nrg,Tata Tiago Nrg,1.2L Revotron,Crossover,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.84,83.84,114,35.0,1587.0,3793.0,1665.0,5,5,2400.0,2,603322
1188,Tata,Tiago Nrg,Tata Tiago Nrg,1.05L Revotorq,Crossover,Diesel,Manual,FWD (Front Wheel Drive),1047,3,27.28,69.04,140,35.0,1587.0,3793.0,1665.0,5,5,2400.0,2,699652
1189,Tata,Tiago Nrg,Tata Tiago Nrg,1.2L Revotron Amt,Crossover,Petrol,AMT,FWD (Front Wheel Drive),1199,3,23.84,83.84,114,35.0,1587.0,3793.0,1665.0,5,5,2400.0,2,648952
1190,Mahindra,Nuvosport,Mahindra Nuvosport,N4,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60.0,1870.0,3985.0,1850.0,5,7,2760.0,0,808971
1191,Mahindra,Nuvosport,Mahindra Nuvosport,N6,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60.0,1870.0,3985.0,1850.0,5,7,2760.0,2,918320
1192,Mahindra,Nuvosport,Mahindra Nuvosport,N8,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60.0,1870.0,3985.0,1850.0,5,7,2760.0,2,998605
1194,Mahindra,Nuvosport,Mahindra Nuvosport,N6 Amt,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1493,3,16.21,98.63,240,60.0,1870.0,3985.0,1850.0,5,7,2760.0,2,985972
1195,Mahindra,Nuvosport,Mahindra Nuvosport,N8 Amt,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1493,3,16.21,98.63,240,60.0,1870.0,3985.0,1850.0,5,7,2760.0,2,1063283
1196,Nissan,Kicks,Nissan Kicks,Xl Petrol,SUV,Petrol,Manual,RWD (Rear Wheel Drive),1498,4,14.23,104.55,142,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,968370
1197,Nissan,Kicks,Nissan Kicks,Xv Petrol,SUV,Petrol,Manual,RWD (Rear Wheel Drive),1498,4,14.23,104.55,142,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1110330
1198,Nissan,Kicks,Nissan Kicks,Xl Diesel,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1124526
1199,Nissan,Kicks,Nissan Kicks,Xv Diesel,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1268514
1200,Nissan,Kicks,Nissan Kicks,Xv Premium,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1388166
1201,Nissan,Kicks,Nissan Kicks,Xv Premium (O),SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1485510
1202,Nissan,Kicks,Nissan Kicks,Xv Premium (O) Dual Tone,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,7,1485510
1203,Nissan,Kicks,Nissan Kicks,Xe Diesel,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50.0,1651.0,4384.0,1813.0,5,5,2673.0,2,1002846
1206,Toyota,Camry,Toyota Camry,Hybrid,Sedan,Hybrid,Automatic,FWD (Front Wheel Drive),2487,4,23.2,175.56,221,50.0,1455.0,4885.0,1840.0,4,5,2825.0,9,3841032
1208,Land Rover,Discovery,Land Rover Discovery,3.0 Hse Diesel,SUV,Diesel,Automatic,4WD,2993,6,18.0,254.47,600,85.0,1846.0,4988.0,2200.0,5,7,2922.0,8,10348370
1209,Land Rover,Discovery,Land Rover Discovery,3.0 Se Diesel,SUV,Diesel,Automatic,4WD,2993,6,18.0,254.47,600,85.0,1846.0,4988.0,2200.0,5,7,2922.0,8,9824971
1210,Land Rover,Discovery,Land Rover Discovery,3.0 Hse Petrol,SUV,Petrol,Automatic,4WD,2995,6,9.17,388.61,450,89.0,1846.0,4988.0,2200.0,5,7,2922.0,8,8551813
1211,Land Rover,Discovery,Land Rover Discovery,3.0 Se Petrol,SUV,Petrol,Automatic,4WD,2995,6,9.17,388.61,450,89.0,1846.0,4988.0,2200.0,5,7,2922.0,8,8190635
1212,Land Rover,Discovery,Land Rover Discovery,3.0 S Diesel,SUV,Diesel,Automatic,4WD,2993,6,18.0,254.47,600,85.0,1846.0,4988.0,2200.0,5,7,2922.0,8,9001373
1213,Land Rover,Discovery,Land Rover Discovery,3.0 S Petrol,SUV,Petrol,Automatic,4WD,2995,6,9.17,388.61,450,89.0,1846.0,4988.0,2200.0,5,7,2922.0,8,7801375
1214,Land Rover,Discovery,Land Rover Discovery,3.0 Hse Luxury Diesel,SUV,Diesel,Automatic,4WD,2993,6,18.0,254.47,600,85.0,1846.0,4988.0,2200.0,5,7,2922.0,8,11013143
1215,Land Rover,Discovery,Land Rover Discovery,3.0 Hse Luxury Petrol,SUV,Petrol,Automatic,4WD,2995,6,9.17,388.61,450,89.0,1846.0,4988.0,2200.0,5,7,2922.0,8,9062975
1216,Lexus,Ls 500H,Lexus Ls 500H,Luxury,SUV,Hybrid,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82.0,1450.0,5235.0,1900.0,4,5,3125.0,14,18476094
1217,Lexus,Ls 500H,Lexus Ls 500H,Ultra Luxury,SUV,Hybrid,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82.0,1450.0,5235.0,1900.0,4,5,3125.0,14,18998304
1218,Lexus,Ls 500H,Lexus Ls 500H,Distinct,SUV,Hybrid,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82.0,1450.0,5235.0,1900.0,4,5,3125.0,14,19642194
1221,Fiat,Punto Evo,Fiat Punto Evo,Dynamic 1.2,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1172,4,15.7,67.07,96,45.0,1525.0,3989.0,1687.0,5,5,2510.0,0,543059
1222,Fiat,Punto Evo,Fiat Punto Evo,Active Multijet 1.3,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1172,4,20.5,74.96,197,45.0,1525.0,3989.0,1687.0,5,5,2510.0,1,640130
1223,Fiat,Punto Evo,Fiat Punto Evo,Dynamic Multijet 1.3,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.3,74.96,197,45.0,1525.0,3989.0,1687.0,5,5,2510.0,0,702352
1224,Fiat,Punto Evo,Fiat Punto Evo,Emotion Multijet 1.3,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,21.2,74.96,197,45.0,1525.0,3989.0,1687.0,5,5,2510.0,2,758242
1225,Toyota,Yaris,Toyota Yaris,J,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,953160
1226,Toyota,Yaris,Toyota Yaris,G,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1069770
1227,Toyota,Yaris,Toyota Yaris,V,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1190436
1228,Toyota,Yaris,Toyota Yaris,Vx Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1437852
1229,Toyota,Yaris,Toyota Yaris,G Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1191450
1230,Toyota,Yaris,Toyota Yaris,J Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1024140
1231,Toyota,Yaris,Toyota Yaris,V Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1312116
1232,Toyota,Yaris,Toyota Yaris,Vx,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1314144
1233,Toyota,Yaris,Toyota Yaris,V (O),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1213758
1234,Toyota,Yaris,Toyota Yaris,J (O),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,3,888264
1235,Toyota,Yaris,Toyota Yaris,G (O),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,3,987636
1236,Toyota,Yaris,Toyota Yaris,J (O) Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,3,948090
1237,Toyota,Yaris,Toyota Yaris,G (O) Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,3,1098162
1238,Toyota,Yaris,Toyota Yaris,V (O) Cvt,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42.0,1495.0,4425.0,1730.0,4,5,2550.0,7,1335438
1239,Skoda,Octavia,Skoda Octavia,Ambition 1.4 Tsi,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,4,1621993
1240,Skoda,Octavia,Skoda Octavia,Ambition 2.0 Tdi Cr,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1968,4,21.0,141.04,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,4,1824793
1241,Skoda,Octavia,Skoda Octavia,Style 1.4 Tsi,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,1926193
1242,Skoda,Octavia,Skoda Octavia,Style 1.8 Tsi At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2088433
1243,Skoda,Octavia,Skoda Octavia,Style 2.0 Tdi Cr,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1968,4,21.0,141.04,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2108713
1244,Skoda,Octavia,Skoda Octavia,Style 2.0 Tdi Cr At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2331793
1245,Skoda,Octavia,Skoda Octavia,L & K 1.8 Tsi At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2392633
1246,Skoda,Octavia,Skoda Octavia,L & K 2.0 Tdi Cr At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2392633
1247,Skoda,Octavia,Skoda Octavia,Corporate Edition 1.4 Tsi,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,1570686
1248,Skoda,Octavia,Skoda Octavia,Corporate Edition 2.0 Tdi,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1968,4,21.0,139.07,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,1722786
1249,Skoda,Octavia,Skoda Octavia,Onyx 1.8 Tsi Dsg,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2027593
1250,Skoda,Octavia,Skoda Octavia,Onyx 2.0 Tdi Dsg,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50.0,1476.0,4670.0,1814.0,4,5,2688.0,6,2230393
1255,Mahindra,Verito,Mahindra Verito,1.5 D2,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.0,64.11,160,50.0,1540.0,4277.0,1740.0,4,5,2630.0,0,758847
1256,Mahindra,Verito,Mahindra Verito,1.5 D4 Bs-Iv,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.0,64.11,160,50.0,1540.0,4277.0,1740.0,4,5,2630.0,0,783433
1257,Mahindra,Verito,Mahindra Verito,1.5 D6 Bs-Iv,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.0,118.36,280,50.0,1540.0,4277.0,1740.0,4,5,2630.0,0,856986
1258,Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,2.5 Mt,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2477,4,10.77,175.56,400,70.0,1840.0,4695.0,1815.0,5,7,2800.0,2,2944402
1259,Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,2.5 At,SUV,Diesel,Automatic,RWD (Rear Wheel Drive),2477,4,10.77,175.56,350,70.0,1840.0,4695.0,1815.0,5,7,2800.0,2,2875197
1260,Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Limited Edition,SUV,Diesel,Manual,4WD,2477,4,10.77,175.56,400,70.0,1840.0,4695.0,1815.0,5,7,2800.0,2,2994585
1261,Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Select Plus Mt,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2477,4,10.77,175.56,400,70.0,1840.0,4695.0,1815.0,5,7,2800.0,2,3034699
1262,Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Select Plus At,SUV,Diesel,Automatic,RWD (Rear Wheel Drive),2477,4,10.77,175.56,350,70.0,1840.0,4695.0,1815.0,5,7,2800.0,2,2993835
1263,Bentley,Flying Spur,Bentley Flying Spur,V8,Sedan,Petrol,Automatic,AWD (All Wheel Drive),3993,8,4.0,500.06,660,90.0,1488.0,5299.0,2207.0,4,4,3066.0,6,34645402
1264,Bentley,Flying Spur,Bentley Flying Spur,W12,Sedan,Petrol,Automatic,AWD (All Wheel Drive),5998,12,4.0,607.57,800,90.0,1488.0,5299.0,2207.0,4,4,3066.0,6,39933432
1265,Honda,City,Honda City,Sv Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1497,4,17.4,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1004874
1266,Honda,City,Honda City,V Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1497,4,17.8,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1080822
1267,Honda,City,Honda City,Vx Mt Petrol,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1497,4,17.4,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1198548
1268,Honda,City,Honda City,Vx Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1497,4,18.0,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1330368
1269,Honda,City,Honda City,Sv Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,25.6,98.63,200,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1126554
1270,Honda,City,Honda City,V Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,25.6,98.63,200,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1207674
1271,Honda,City,Honda City,Vx Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,25.1,98.63,200,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1320228
1272,Honda,City,Honda City,Zx Mt Diesel,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,25.1,98.63,200,40.0,1495.0,4440.0,1695.0,4,5,2600.0,6,1440894
1273,Honda,City,Honda City,Zx Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1497,4,22.6,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,6,1451034
1274,Honda,City,Honda City,V Cvt Petrol,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1497,4,17.8,117.37,145,40.0,1495.0,4440.0,1695.0,4,5,2600.0,2,1217814
1275,Mitsubishi,Montero,Mitsubishi Montero,3.2 At,SUV,Diesel,Automatic,AWD (All Wheel Drive),3200,4,11.56,199.24,441,88.0,1900.0,4900.0,1875.0,5,7,2780.0,6,6958635
